"Package","LinkedPackage"
"benchmark","coin"
"benchmark","multcomp"
"benchmark","lme4"
"benchmark","e1071"
"benchmark","entropy"
"ber","MASS"
"ber","golubEsets"
"ber","vsn"
"bestglm","xtable"
"betareg","car"
"betareg","lmtest"
"betareg","sandwich"
"betareg","strucchange"
"BHH2","FrF2"
"biclust","flexclust"
"biclust","isa2"
"biganalytics","foreach"
"biganalytics","biglm"
"biglm","RSQLite"
"biglm","RODBC"
"bigtabulate","biganalytics"
"binom","polynom"
"binom","tcltk"
"BiodiversityR","MASS"
"BiodiversityR","mgcv"
"BiodiversityR","cluster"
"BiodiversityR","Rcmdr (>= 1.3-14)"
"BiodiversityR","car"
"BiodiversityR","RODBC"
"BiodiversityR","rpart"
"BiodiversityR","effects"
"BiodiversityR","multcomp"
"BiodiversityR","ellipse"
"BiodiversityR","maptree"
"BiodiversityR","sp"
"BiodiversityR","splancs"
"BiodiversityR","spatial"
"BiodiversityR","akima"
"BiodiversityR","nnet"
"bipartite","fields"
"bipartite","sna"
"bipartite","spam"
"BLCOP","RUnit (>= 0.4.22)"
"BLCOP","fPortfolio (>= 2100.78)"
"BLCOP","sn"
"blockmodeling","sna"
"blockmodeling","Matrix"
"BMA","MASS"
"BMA","rrcov"
"BMA","forward"
"bnlearn","snow"
"bnlearn","graph"
"bnlearn","Rgraphviz (>= 1.20.3)"
"bnlearn","lattice"
"boolean","rgenoud (>= 5.6-6)"
"boolean","MCMCpack (>= 0.7-1)"
"boolean","MASS"
"BoolNet","igraph"
"BoolNet","XML"
"boot","survival"
"bootRes","dplR"
"Boruta","mlbench"
"brglm","MASS"
"cacher","digest"
"cacher","CodeDepends"
"cacher","Rgraphviz"
"CADFtest","fUnitRoots"
"candisc","rgl"
"car","alr3"
"car","leaps"
"car","lmtest"
"car","sandwich"
"car","mgcv"
"car","rgl"
"caret","gbm"
"caret","pls"
"caret","mlbench"
"caret","rpart"
"caret","ellipse"
"caret","ipred"
"caret","klaR"
"caret","randomForest"
"caret","gpls"
"caret","pamr"
"caret","kernlab"
"caret","mda"
"caret","mgcv"
"caret","nnet"
"caret","class"
"caret","MASS"
"caret","mboost"
"caret","earth (>= 2.2-3)"
"caret","party"
"caret","ada"
"caret","affy"
"caret","proxy"
"caret","e1071"
"caret","grid"
"caret","elasticnet"
"caret","SDDA"
"caret","caTools"
"caret","RWeka (>= 0.4-1)"
"caret","superpc"
"caret","penalized"
"caret","sparseLDA (>= 0.1-1)"
"caret","spls"
"caret","sda"
"caret","glmnet"
"caret","relaxo"
"caret","lars"
"caret","vbmp"
"caret","nodeHarvest"
"caret","rrcov"
"caret","gam"
"caret","stepPlr"
"caret","foreach"
"caret","GAMens
(>= 1.1.1)"
"caret","rocc"
"caret","foba"
"caret","partDSA"
"caret","hda"
"caret","fastICA"
"caret","neuralnet"
"caret","quantregForest"
"caret","rda"
"caret","HDclassif"
"caret","LogicReg"
"caret","LogicForest"
"caret","logicFS"
"caroline","sm"
"catnet","igraph"
"catnet","graph"
"caTools","MASS"
"caTools","rpart"
"cba","gclus"
"cba","colorspace"
"ccems","nws"
"CDNmoney","tframe (>= 2006.1-1)"
"cem","Amelia(>= 1.2-0)"
"cem","MatchIt"
"censReg","plm"
"censReg","AER"
"CGIwithR","GDD"
"ChainLadder","RODBC"
"chemCal","MASS"
"classGraph","Matrix"
"classifly","randomForest"
"clinfun","survival"
"clue","e1071"
"clue","lpSolve (>= 5.5.7)"
"clue","quadprog (>= 1.4-8)"
"clue","relations"
"clues","cluster"
"clusterCons","latticeExtra"
"clusterfly","som"
"clusterfly","mclust"
"clValid","Biobase"
"clValid","annotate"
"clValid","GO"
"clValid","moe430a"
"CNVassoc","CGHcall"
"CNVassoc","CGHregions"
"CNVassoc","snow"
"CNVassoc","CNVtools"
"codep","vegan"
"coin","multcomp"
"coin","xtable"
"coin","e1071"
"coin","vcd"
"CollocInfer","subplex"
"CollocInfer","trust"
"CollocInfer","maxLik"
"colorspace","KernSmooth"
"colorspace","MASS"
"colorspace","kernlab"
"colorspace","mvtnorm"
"colorspace","vcd"
"CombMSC","lattice"
"CombMSC","rgl"
"CompRandFld","RandomFields"
"CompRandFld","rootSolve"
"cond","boot"
"cond","csampling"
"cond","marg"
"cond","nlreg"
"contrast","lattice"
"contrast","nlme"
"contrast","Hmisc"
"contrast","geepack"
"contrast","MASS"
"contrast","sandwich"
"CorrBin","geepack"
"CorrBin","lattice"
"CORREP","cluster"
"corrplot","seriation"
"corrplot","cairoDevice"
"corrplot","Cairo"
"CoxBoost","snowfall"
"ctv","XML"
"cusp","onion"
"DAAG","lattice"
"DAAG","leaps"
"DAAG","oz"
"DAAGbio","DAAG"
"DAAGxtras","DAAG"
"Daim","snow"
"Daim","multicore"
"Daim","MASS"
"Daim","rpart"
"Daim","ipred"
"Daim","e1071"
"Daim","randomForest"
"Daim","mboost"
"dcemri","bitops"
"dcemri","minpack.lm"
"dcemri","multicore"
"dcemri","splines"
"dcemriS4","bitops"
"dcemriS4","minpack.lm"
"dcemriS4","multicore"
"dcemriS4","splines"
"dcemriS4","XML"
"dclone","BRugs"
"DDHFm","lokern"
"DDHFm","wavethresh"
"Deducer","lawstat"
"Deducer","Hmisc"
"degreenet","network"
"demography","mgcv"
"demography","cobs"
"demography","strucchange"
"demography","RCurl"
"denstrip","survival"
"denstrip","vioplot"
"denstrip","lattice"
"denstrip","Hmisc"
"depmix","Rdonlp2"
"depmixS4","Rdonlp2"
"depmixS4","gamlss"
"depmixS4","gamlss.dist"
"depth","robustbase"
"depth","MASS"
"Design","MASS"
"Design","rpart"
"Design","nlme"
"Design","tree"
"DiceDesign","rgl"
"DiceDesign","randtoolbox"
"DiceEval","gam"
"DiceEval","akima"
"DiceEval","mda"
"DiceEval","polspline"
"DiceKriging","rgenoud"
"dicionariosIBGE","IBGEPesq"
"DierckxSpline","fda"
"DierckxSpline","splines"
"dismo","rgdal"
"dismo","gbm"
"dismo","splines"
"dismo","XML"
"dismo","ROCR"
"dismo","deldir"
"dismo","gstat"
"dismo","randomForest"
"dismo","kernlab"
"dismo","maptools"
"distr","distrEx"
"distr","SweaveListingUtils"
"distrDoc","Biobase"
"distrDoc","SweaveListingUtils"
"distrEllipse","distrMod(>= 2.2)"
"distrEllipse","distrTEst(>= 2.2)"
"distrEx","tcltk"
"DistributionUtils","GeneralizedHyperbolic"
"DistributionUtils","VarianceGamma"
"DistributionUtils","SkewHyperbolic"
"distrSim","distrEx(>= 2.2)"
"distrTeach","tcltk"
"distrTEst","distrEx(>= 2.2)"
"diveMove","KernSmooth"
"diveMove","quantreg"
"diveMove","tcltk"
"dlm","MASS"
"dlmap","asreml"
"doMPI","multicore(>= 0.1-3)"
"doMPI","nws(>= 1.7.0.0)"
"doMPI","randomForest"
"DoseFinding","multcomp"
"DoseFinding","Rsolnp"
"dplR","lattice"
"dplR","grid"
"dpmixsim","cluster"
"dti","gsl"
"dyn","its (>= 1.0.9)"
"dyn","MASS"
"dyn","MCMCpack"
"dyn","quantreg (>= 3.82)"
"dyn","randomForest"
"dyn","sandwich"
"dyn","tseries"
"dynaTree","akima"
"dynaTree","tgp"
"dynaTree","plgp"
"dynaTree","MASS"
"dynlm","sandwich"
"dynlm","strucchange"
"e1071","cluster"
"e1071","mlbench"
"e1071","nnet"
"e1071","randomForest"
"e1071","rpart"
"e1071","SparseM"
"e1071","xtable"
"e1071","Matrix"
"ebdbNet","GeneNet"
"ebdbNet","Rgraphviz"
"Ecdat","car"
"Ecdat","systemfit"
"Ecdat","sem"
"Ecdat","lmtest"
"Ecdat","sandwich"
"EDR","sm"
"EffectiveDose","KernSmooth"
"ElemStatLearn","gam"
"ElemStatLearn","splines"
"ElemStatLearn","MASS"
"ElemStatLearn","class"
"ElemStatLearn","mclust02"
"ElemStatLearn","leaps"
"ElemStatLearn","mda"
"ElemStatLearn","lasso2"
"ElemStatLearn","lars"
"ElemStatLearn","boot"
"emdbook","R2WinBUGS"
"emdbook","rgl"
"emdbook","ellipse"
"emdbook","coda"
"emdbook","bbmle"
"emdbook","reshape"
"emplik","rankreg"
"emplik","KMsurv"
"emplik","boot"
"ensembleBMA","fields"
"ensembleBMA","maps"
"Epi","splines"
"Epi","nlme"
"Epi","survival"
"Epi","mstate"
"epinet","network"
"EquiNorm","tcltk"
"ergm","coda"
"ergm","KernSmooth"
"ergm","sna"
"ergm","Rglpk"
"ergm","Matrix"
"ETC","SimComp"
"ETC","multcomp"
"ETC","mratios"
"etm","changeLOS"
"evd","akima"
"EVER","MASS"
"expectreg","multicore"
"extracat","JGR"
"extracat","iplots"
"extracat","iWidgets"
"FactoMineR","missMDA"
"Fahrmeir","MASS"
"FAiR","corpcor"
"FAiR","mvnmle"
"FAiR","polycor"
"FAiR","nFactors"
"FAiR","Rgraphviz"
"FAiR","mvnormtest"
"FAiR","energy"
"FAiR","jit"
"FAiR","GPArotation"
"fArma","RUnit"
"fArma","tcltk"
"farmR","sp"
"fAsianOptions","RUnit"
"fAssets","RUnit"
"fBasics","akima"
"fBasics","spatial"
"fBasics","RUnit"
"fBasics","tcltk"
"fBonds","RUnit"
"fCalendar","RUnit"
"fCopulae","RUnit"
"fCopulae","tcltk"
"fda","graphics"
"fda","odesolve"
"fda","R.matlab"
"fda","quadprog"
"fda","DierckxSpline"
"fda","nlme"
"feature","misc3d(>= 0.4-0)"
"feature","rgl(>= 0.66)"
"fEcofin","RUnit"
"fExoticOptions","RUnit"
"fExtremes","RUnit"
"fExtremes","tcltk"
"ff","biglm"
"fGarch","RUnit"
"fGarch","Matrix"
"fGarch","fastICA"
"fGarch","tcltk"
"fgui","tcltk"
"fImport","RUnit"
"FinTS","fCalendar"
"FinTS","moments"
"FinTS","distrEx"
"FinTS","tseries"
"FinTS","urca"
"FinTS","lmtest"
"FinTS","sandwich"
"FinTS","psych"
"FinTS","GPArotation"
"FinTS","fUtilities"
"FinTS","chron"
"FinTS","polynom"
"FinTS","fUnitRoots"
"FinTS","e1071"
"flexclust","ellipse"
"flexclust","clue"
"flexclust","cluster"
"flexclust","seriation"
"flexclust","multicore"
"flexmix","MASS"
"flexmix","ellipse"
"flexmix","grid"
"flexmix","lme4"
"flexmix","mvtnorm"
"flexmix","nnet"
"fmri","tkrplot"
"fmri","fastICA"
"fmri","adimpro"
"fMultivar","RUnit"
"fMultivar","tcltk"
"fNonlinear","RUnit"
"fNonlinear","tcltk"
"fOptions","RUnit"
"fOptions","tcltk"
"forensim","gdata"
"forensim","gtools"
"forensim","MASS"
"forensim","mvtnorm"
"forensim","genetics"
"forensim","tcltk"
"forensim","tkrplot"
"formatR","gWidgetsRGtk2"
"fossil","maps"
"fossil","shapefiles"
"fpc","trimcluster"
"fpc","prabclus"
"fpc","class"
"fpc","diptest"
"fpc","mvtnorm"
"fPortfolio","RUnit"
"fPortfolio","tcltk"
"fRegression","RUnit"
"FSelector","mlbench"
"FSelector","rpart"
"fSeries","RUnit"
"fso","rgl"
"fTrading","RUnit"
"fTrading","tcltk"
"ftsa","tseries"
"ftsa","fds"
"fUnitRoots","RUnit"
"fUtilities","tcltk"
"fUtilities","RUnit"
"fUtilities","akima"
"fUtilities","spatial"
"fUtilities","foreign"
"fxregime","lmtest"
"fxregime","car"
"fxregime","foreach"
"fxregime","utils"
"GAMBoost","snowfall"
"gap","BradleyTerry2"
"gap","Design"
"gap","Hmisc"
"gap","MASS"
"gap","haplo.stats"
"gap","magic"
"gap","pedigree"
"gap","survival"
"gcExplorer","splines"
"gcExplorer","lattice"
"GenABEL","qvalue"
"GenABEL","genetics"
"GenABEL","haplo.stats"
"GenABEL","DatABEL (>= 0.9-0)"
"genefu","GeneMeta"
"geneListPie","plotrix"
"GeneNet","graph (>= 1.4.0)"
"GeneNet","Rgraphviz (>= 1.4.0)"
"GeneralizedHyperbolic","VarianceGamma"
"GeneralizedHyperbolic","actuar"
"GeneralizedHyperbolic","SkewHyperbolic"
"GEOmap","maps"
"GEOmap","RFOC"
"geomapdata","GEOmap"
"geometry","rgl"
"geometry","R.matlab"
"geometry","tripack"
"geoR","MASS"
"geoR","splancs"
"geoR","scatterplot3d"
"geoR","RandomFields"
"geoR","methods"
"geoR","tcltk"
"geoRglm","coda"
"geosphere","sp"
"geosphere","raster"
"GEVcdn","boot"
"GGMselect","network"
"GGMselect","glasso"
"ggplot2","quantreg"
"ggplot2","Hmisc"
"ggplot2","mapproj"
"ggplot2","maps"
"ggplot2","hexbin"
"ggplot2","gpclib"
"ggplot2","maptools"
"giRaph","mathgraph"
"giRaph","dynamicGraph"
"glmmBUGS","spdep"
"glmperm","coin"
"glmulti","MASS"
"gmaps","mapdata"
"gmm","mvtnorm"
"gmm","car"
"gmm","fBasics"
"gmm","MASS"
"gmm","timeDate"
"gmm","timeSeries"
"gmodels","gplots"
"gmodels","Matrix"
"gmodels","nlme"
"gmodels","lme4"
"gmvalid","mimR"
"gogarch","vars"
"GOSim","igraph"
"gplots","gtools"
"gRain","Rgraphviz"
"granova","mgcv"
"granova","rgl"
"granova","tcltk"
"granova","DAAG"
"granova","MASS"
"graph","SparseM (>= 0.36)"
"graph","XML"
"graph","RBGL"
"graph","RUnit"
"gRapHD","graph"
"graphicsQC","Sxslt"
"GRASS","spatial"
"gRbase","Rgraphviz"
"gRc","Rgraphviz"
"gridExtra","pixmap"
"gridExtra","EBImage"
"gridExtra","lattice"
"gridExtra","RGraphics"
"gridExtra","ggplot2"
"GroupSeq","tcltk"
"GSA","impute"
"gsarima","dse1"
"gstat","rgdal (>= 0.5.2)"
"gstat","fields"
"gsubfn","boot"
"gsubfn","chron"
"gsubfn","doBy"
"gsubfn","grid"
"gsubfn","lattice"
"gsubfn","quantreg"
"gsubfn","reshape"
"gsubfn","tcltk"
"gsubfn","zoo"
"Guerry","spdep"
"Guerry","ade4"
"Guerry","maptools"
"Guerry","spacemakeR"
"gWidgets","gWidgetsRGtk2"
"gWidgets","gWidgetstcltk"
"gWidgetsRGtk2","cairoDevice (>= 2.3.0)"
"haplo.stats","Design"
"haplo.stats","Hmisc"
"HaploSim","pedigree (>= 1.3.1)"
"hda","mvtnorm"
"hda","klaR"
"hda","e1071"
"HDMD","scatterplot3d"
"heplots","rgl"
"heplots","candisc"
"heplots","effects"
"hexbin","marray"
"hexbin","cluster"
"hexbin","affy"
"hexbin","Biobase"
"hgam","multicore"
"HiddenMarkov","snow"
"hints","xtable"
"HistData","gtools"
"HistData","KernSmooth"
"HistData","maps"
"HistData","ggplot2"
"HistData","proto"
"HistData","grid"
"HistData","reshape"
"HistData","plyr"
"HistData","lattice"
"HistData","ReadImages"
"HistData","car"
"Hmisc","lattice"
"Hmisc","grid"
"Hmisc","nnet"
"Hmisc","foreign"
"Hmisc","chron"
"Hmisc","acepack"
"Hmisc","TeachingDemos"
"Hmisc","Design"
"Hmisc","cluster"
"Hmisc","mice"
"Hmisc","subselect"
"HSAUR","ape (>= 1.6)"
"HSAUR","coin (>= 0.3-3)"
"HSAUR","flexmix (>= 1.1-0)"
"HSAUR","gee (>= 4.13-10)"
"HSAUR","ipred (>= 0.8-3)"
"HSAUR","lme4 (>= 0.98-1)"
"HSAUR","mclust (>= 3.0-0)"
"HSAUR","party (>= 0.2-8)"
"HSAUR","randomForest (>= 4.5-12)"
"HSAUR","rmeta (>= 2.12)"
"HSAUR","vcd (>= 0.9-3)"
"HSAUR","survival"
"HSAUR2","alr3"
"HSAUR2","ape (>= 1.6)"
"HSAUR2","coin (>= 0.3-3)"
"HSAUR2","flexmix (>= 1.1-0)"
"HSAUR2","gee
(>= 4.13-10)"
"HSAUR2","ipred (>= 0.8-3)"
"HSAUR2","lme4 (>= 0.98-1)"
"HSAUR2","mclust (>=
3.0-0)"
"HSAUR2","party (>= 0.2-8)"
"HSAUR2","randomForest (>= 4.5-12)"
"HSAUR2","rmeta (>=
2.12)"
"HSAUR2","vcd (>= 0.9-3)"
"HSAUR2","survival"
"HSAUR2","rpart"
"HSAUR2","gamair"
"HSAUR2","multcomp (>=
1.0-3)"
"HSAUR2","sandwich"
"HSAUR2","mboost"
"HTMLUtils","GDD"
"HTMLUtils","Cairo"
"hydrosanity","sp"
"hydrosanity","rgdal"
"hydrosanity","tripack"
"hydrosanity","gpclib"
"hydrosanity","akima"
"hydrosanity","oz"
"hydrosanity","maps"
"hydrosanity","mapdata"
"hydrosanity","maptools"
"HyperbolicDist","VarianceGamma"
"HyperbolicDist","actuar"
"hyperSpec","R.matlab"
"iBUGS","BRugs"
"ic.infer","relaimpo"
"ICS","pixmap"
"ICS","robustbase"
"ICS","MASS"
"ICS","ICSNP"
"IDPmisc","SwissAir(>= 1.0.9)"
"iGenomicViewer","SNPchip"
"iGenomicViewer","aCGH"
"igraph","stats4"
"igraph","rgl"
"igraph","tcltk"
"igraph","RSQLite"
"igraph","digest"
"igraph","graph"
"igraph","Matrix"
"inline","Rcpp (>= 0.8.0)"
"intamap","doSNOW"
"interval","coin"
"iplots","maps"
"iplots","CarbonEL"
"ipred","mvtnorm"
"IPSUR","actuar"
"IPSUR","aplpack"
"IPSUR","coin"
"IPSUR","DAAG"
"IPSUR","distr"
"IPSUR","distrEx"
"IPSUR","distrTeach"
"IPSUR","e1071"
"IPSUR","exactRankTests"
"IPSUR","HH (>= 2.1-32)"
"IPSUR","Hmisc"
"IPSUR","lattice"
"IPSUR","lmtest"
"IPSUR","mvtnorm"
"IPSUR","odfWeave"
"IPSUR","prob"
"IPSUR","qcc"
"IPSUR","RcmdrPlugin.IPSUR (>= 0.1-6)"
"IPSUR","Rcmdr"
"IPSUR","reshape"
"IPSUR","scatterplot3d"
"IPSUR","TeachingDemos (>= 2.5)"
"IPSUR","vcd"
"irtoys","MASS"
"isa2","igraph (>= 0.5.2)"
"isa2","biclust"
"isa2","lattice"
"isopam","proxy"
"ISwR","survival"
"iterators","foreach"
"itertools","foreach"
"JavaGD","rJava (>= 0.5-0)"
"KernSmooth","MASS"
"klaR","scatterplot3d (>= 0.3-22)"
"klaR","som"
"klaR","mlbench"
"klaR","rpart"
"klaR","e1071"
"klaR","combinat"
"kohonen","MASS"
"ks","rgl (>= 0.66)"
"ks","misc3d (>= 0.4-0)"
"ks","kernlab"
"kst","Rgraphviz"
"kzft","graphics"
"labdsv","rgl"
"languageR","cluster"
"languageR","e1071"
"languageR","Design"
"languageR","Hmisc"
"languageR","MASS"
"languageR","rpart"
"latdiag","ltm"
"latentnet","coda"
"latentnet","mclust"
"latentnet","KernSmooth"
"latentnet","snowFT"
"latentnet","ergm"
"latentnet","rgl"
"lattice","grid"
"lattice","KernSmooth"
"latticedl","nlme"
"latticedl","mlmRev"
"latticedl","ggplot2"
"latticeExtra","maps"
"latticeExtra","mapproj"
"latticeExtra","deldir"
"latticeExtra","tripack"
"latticeExtra","quantreg"
"latticeExtra","zoo"
"latticeExtra","MASS"
"latticist","playwith"
"latticist","gWidgetstcltk"
"latticist","hexbin"
"latticist","deldir"
"latticist","tripack"
"latticist","DAAG"
"latticist","RGtk2"
"lawstat","Kendall"
"lawstat","Hmisc"
"lawstat","fBasics"
"lda","Matrix"
"lda","ggplot2"
"leaps","biglm"
"lga","snow"
"lme4","mlmRev"
"lme4","MEMSS"
"lme4","coda"
"lme4","MASS"
"LMGene","affydata"
"Lmoments","lmomco"
"lmtest","car"
"lmtest","strucchange"
"lmtest","sandwich"
"lmtest","dynlm"
"lmtest","survival"
"locfit","gam"
"LogConcDEAD","rgl"
"LogConcDEAD","logcondens"
"LogConcDEAD","mvtnorm"
"lss","survival"
"lubridate","testthat"
"maanova","qvalue"
"maanova","snow"
"MAc","ggplot2"
"MAc","R2wd"
"MAc","metafor"
"MAd","metafor"
"MAd","R2wd"
"MAd","ggplot2"
"mapReduce","multicore"
"mapReduce","papply"
"maps","mapproj"
"maptools","spatstat"
"maptools","PBSmapping"
"maptools","maps"
"maptools","gpclib"
"maptools","RArcInfo"
"marg","boot"
"marg","cond"
"marg","csampling"
"marg","nlreg"
"MASS","lattice"
"MASS","nlme"
"MASS","survival"
"Matching","snow (>= 0.2-1)"
"Matching","rbounds"
"MatchIt","cem"
"MatchIt","optmatch"
"MatchIt","Matching"
"MatchIt","WhatIf"
"MatchIt","nnet"
"MatchIt","rpart"
"MatchIt","mgcv"
"maticce","geiger"
"matrixStats","aroma.light (>= 1.8.0)"
"MBESS","MASS"
"MBESS","sem"
"MBESS","gsl"
"MBESS","boot"
"MBESS","nlme"
"MBESS","matrixcalc"
"mboost","multicore"
"mboost","party (>= 0.9-9993)"
"mboost","ipred"
"mboost","MASS"
"mc2d","fitdistrplus"
"mclust","mix"
"mcmc","xtable"
"mcmc","Iso"
"MCMCglmm","rgl"
"MCMCglmm","combinat"
"MCMCglmm","mvtnorm"
"MCMCglmm","orthopolynom"
"mcmcplots","R2WinBUGS"
"mco","scatterplot3d"
"meboot","boot"
"meboot","car"
"meboot","geepack"
"meboot","hdrcde"
"meboot","lmtest"
"meboot","strucchange"
"meboot","tcltk"
"mecdf","mvtnorm"
"mediation","mgcv"
"mediation","quantreg"
"mefa","MASS"
"mefa","ade4"
"mefa","vegan"
"meifly","rggobi"
"Metabonomic","kopls"
"Metabonomic","PROcess"
"MFDF","odesolve"
"MFDF","R.matlab"
"MFDF","quadprog"
"MFDF","DierckxSpline"
"MFDF","nlme"
"mFilter","tseries"
"mFilter","pastecs"
"mFilter","locfit"
"mFilter","tseriesChaos"
"mFilter","RTisean"
"mFilter","tsDyn"
"mFilter","forecast"
"mgcv","nlme (>= 3.1-64)"
"mgcv","splines"
"mgcv","Matrix"
"mice","VIM"
"mice","lattice"
"mice","mitools"
"mice","Zelig"
"mice","nlme"
"mice","lme4"
"micEcon","plm (>= 1.1-0)"
"micEcon","Ecdat (>= 0.1-5)"
"micEcon","systemfit (>= 1.0-0)"
"MIfuns","XML"
"MIfuns","fork"
"mimR","Rgraphviz"
"misc3d","rgl"
"misc3d","tkrplot"
"misc3d","MASS"
"miscTools","Ecdat (>= 0.1-5)"
"mitools","RODBC"
"mitools","DBI"
"mixstock","R2WinBUGS"
"mixstock","R2jags"
"MKmisc","gplots"
"mlbench","e1071"
"mlbench","scatterplot3d"
"mlegp","snowfall"
"mlmRev","MASS"
"mlmRev","lattice"
"mlogit","lmtest"
"mlogit","car"
"MNM","Flury"
"MNM","gamlss"
"modeest","stats"
"modeest","evd"
"modeest","fBasics"
"mondate","zoo"
"monomvn","quadprog"
"monomvn","mvtnorm"
"monomvn","accuracy"
"monoProc","locfit"
"monoProc","UsingR"
"monoProc","KernSmooth"
"mratios","multcomp"
"msBreast","msProcess"
"msDilution","msProcess"
"mspath","Rmpi"
"msProstate","msProcess"
"mstate","cmprsk"
"MSToolkit","RUnit"
"MSToolkit","Rlsf"
"multcomp","lme4 (>= 0.999375-16)"
"multcomp","nlme"
"multcomp","robustbase"
"multcomp","mboost"
"multcomp","coin"
"multcomp","MASS"
"multcomp","car"
"multcomp","foreign"
"multcomp","xtable"
"multcomp","sandwich"
"MultEq","SimComp"
"multic","kinship (>= 1.1.0-9)"
"multisensi","MASS"
"multtest","snow"
"MuMIn","lme4"
"mutoss","fdrtool"
"mutoss","multtest (>= 2.2.0)"
"mutoss","mvtnorm"
"mutoss","qvalue"
"mvna","Rgraphviz"
"mvna","gridBase"
"mvpart","survival"
"nacopula","lattice"
"NetIndices","LIM"
"network","sna"
"network","statnet"
"networksis","snow"
"nFactors","xtable"
"nlreg","boot"
"nlreg","cond"
"nlreg","csampling"
"nlreg","marg"
"nls2","nlstools"
"NMF","Biobase"
"NMF","RColorBrewer"
"NMF","fastICA"
"NMF","bigmemory"
"NMF","doMC"
"NMF","synchronicity"
"NMF","corpcor"
"NMMAPSlite","utils"
"nnclust","hexbin"
"nnet","MASS"
"nonparaeff","gtools"
"nonrandom","colorspace"
"np","quantreg"
